,name,lon,lat,number,location,mean_area,mean_prc
70,东城 - 交道口北二条,116.412749,39.942675,6,东城,60.0,106.07738095238096
71,东城 - 交道口北头条,116.41378700000001,39.941963,9,东城,49.0,128.06470177169402
72,东城 - 交道口南大街,116.408571,39.936752,6,东城,42.333333333333336,98.75
73,东城 - 交道口四合院,116.409375,39.93496,1,东城,482.0,248.96265560165975
74,东城 - 京城仁合,116.441971,39.897737,49,东城,73.75510204081633,88.63313651308219
75,东城 - 京城仁合家园,116.441971,39.897737,1,东城,70.0,78.57142857142857
76,东城 - 京宝花园,116.40702900000001,39.953281,6,东城,162.0,86.41975308641975
77,东城 - 什锦花园胡同,116.413701,39.92995300000001,2,东城,62.5,93.11688311688312
78,东城 - 仓南胡同,116.430022,39.927423,5,东城,57.2,108.59016393442623
79,东城 - 仓南胡同14号院,116.429345,39.926758,6,东城,51.166666666666664,88.42424242424242
80,东城 - 仓夹道,116.431389,39.935461,4,东城,95.0,115.78947368421052
81,东城 - 体育馆西路,116.42466100000001,39.884473,2,东城,55.0,90.9090909090909
82,东城 - 体育馆路,116.425422,39.883969,23,东城,55.08695652173913,112.01956474347502
83,东城 - 俊景苑,116.42096699999999,39.923144,6,东城,66.66666666666667,110.9280047437942
84,东城 - 保利蔷薇,116.43540700000001,39.890503,31,东城,68.90322580645162,109.1846562423703
85,东城 - 保利蔷薇苑,116.435905,39.890854,4,东城,70.25,102.2332506203474
86,东城 - 元嘉国际,116.43703500000001,39.936596,2,东城,48.0,145.83333333333334
87,东城 - 光明楼小区,116.437597,39.886266,14,东城,55.0,95.46481744062389
88,东城 - 光明西里,116.435654,39.887846,13,东城,48.76923076923077,101.0989010989011
89,东城 - 八宝坑胡同,116.419779,39.938026,1,东城,185.0,135.13513513513513
90,东城 - 六铺炕小区,116.394548,39.952884999999995,5,东城,56.6,110.38498391444223
91,东城 - 兴化西里,116.41166000000001,39.959876,34,东城,68.38235294117646,103.16076656907104
92,东城 - 兴化路2号院,116.414146,39.962216,1,东城,65.0,89.23076923076923
93,东城 - 兴隆都市馨园,116.414045,39.895317999999996,83,东城,60.89156626506024,117.6139001866506
94,东城 - 冠城名敦道,116.447106,39.891494,31,东城,145.74193548387098,113.64663137321514
95,东城 - 凯德华玺,116.42054499999999,39.923876,4,东城,214.75,133.06562374380275
96,东城 - 分司厅胡同,116.40606799999999,39.94402,8,东城,327.5,205.6798245614035
97,东城 - 前永康一巷,116.418501,39.943599,2,东城,350.0,342.85714285714283
98,东城 - 前永康小区,116.41819,39.943656,15,东城,482.4,286.94162403253307
99,东城 - 前门东大街,116.404452,39.900776,41,东城,61.1219512195122,114.72648409820034
100,东城 - 前门前,116.398251,39.893648,1,东城,88.0,80.9090909090909
101,东城 - 化工大院,116.41649,39.960881,14,东城,45.0,96.81841967556252
102,东城 - 北京INN,116.431656,39.922109999999996,25,东城,74.96,127.807218642975
103,东城 - 北京上舍,116.43620700000001,39.891719,70,东城,98.14285714285714,99.47285354028793
104,东城 - 北官厅胡同,116.427,39.946956,3,东城,40.0,112.77777777777777
105,东城 - 北新仓社区,116.428699,39.940476000000004,6,东城,70.0,107.14285714285712
106,东城 - 北新桥一巷,116.41851499999999,39.943241,1,东城,900.0,155.55555555555554
107,东城 - 北新桥三条,116.419721,39.945298,4,东城,376.5,209.61748633879782
108,东城 - 北新桥二条,116.418022,39.942514,2,东城,30.0,94.85714285714286
109,东城 - 北新桥头条,116.41903700000002,39.941819,3,东城,263.3333333333333,168.2456140350877
110,东城 - 北新胡同,116.41836599999999,39.944691,10,东城,616.9,197.93703148425786
111,东城 - 北月牙胡同,116.39755,39.93196,4,东城,35.0,107.14285714285714
112,东城 - 北河沿大街,116.406304,39.924976,10,东城,52.6,94.90769230769232
113,东城 - 北河沿大街117号,116.406117,39.921186999999996,2,东城,150.0,233.33333333333334
114,东城 - 北锣鼓巷小区,116.40259099999999,39.943876,17,东城,38.411764705882355,110.88235294117646
115,东城 - 北门仓,116.427888,39.934296,12,东城,38.333333333333336,174.79691876750698
116,东城 - 北门仓胡同,116.42912700000001,39.934469,18,东城,30.27777777777778,176.18989380502538
117,东城 - 十字坡东里,116.439957,39.939834999999995,9,东城,66.22222222222223,113.74422962658258
118,东城 - 十字坡西里,116.438131,39.93956,2,东城,75.0,100.0
119,东城 - 华人一品,116.410991,39.93310200000001,1,东城,35.0,91.42857142857143
120,东城 - 华人一品阁,116.410991,39.93310200000001,1,东城,22.0,127.27272727272727
121,东城 - 华府景园,116.406127,39.960767,25,东城,152.16,97.59603753153637
122,东城 - 华普花园,116.43258999999999,39.936187,19,东城,186.78947368421052,100.93577122350763
123,东城 - 华龙美晟,116.405369,39.862854,23,东城,44.73913043478261,105.98923512169218
124,东城 - 南弓匠营小区,116.427194,39.926433,1,东城,20.0,115.0
125,东城 - 南河沿,116.40686000000001,39.910816,6,东城,100.0,135.33333333333334
126,东城 - 南竹杆胡同,116.42898799999999,39.922018,9,东城,64.0,120.15873015873018
127,东城 - 南锣鼓巷,116.40318700000002,39.937282,2,东城,112.5,135.0
128,东城 - 南门仓,116.427604,39.928455,4,东城,52.5,105.0
129,东城 - 双玉中街小区,116.42376100000001,39.880926,4,东城,55.0,81.81818181818181
130,东城 - 台基厂小区,116.415543,39.905297,2,东城,65.0,100.0
131,东城 - 史家胡同,116.42197,39.918448,5,东城,56.0,104.73846153846152
132,东城 - 同福夹道,116.4161,39.91943,13,东城,71.07692307692308,117.5773483482462
133,东城 - 后永康胡同,116.42345700000001,39.944715,1,东城,220.0,181.8181818181818
134,东城 - 后芳嘉园胡同,116.429004,39.920325,2,东城,56.0,112.5
135,东城 - 和平新城,116.426154,39.952018,68,东城,116.48529411764706,99.68035171556087
136,东城 - 和平街八区,116.420617,39.962164,4,东城,55.0,83.63636363636364
137,东城 - 和平街十一区,116.426154,39.952018,57,东城,50.94736842105263,109.95078744160195
138,东城 - 和平街十三区,116.42533799999998,39.961129,25,东城,47.16,101.80854443801813
139,东城 - 和平街十二区,116.42234199999999,39.960159000000004,28,东城,38.75,133.19115117094105
140,东城 - 和平街十五区,116.430815,39.964889,71,东城,37.816901408450704,130.34131783709248
141,东城 - 和平街十区,116.423075,39.963729,4,东城,53.25,102.854427549195
142,东城 - 和平西苑,116.41063999999999,39.964675,6,东城,22.5,119.25925925925928
143,东城 - 和平里一区,116.422702,39.959249,10,东城,58.7,105.55437665782492
144,东城 - 和平里七区,116.423952,39.9598,27,东城,48.55555555555556,114.39314698483625
145,东城 - 和平里三区,116.419945,39.955909999999996,61,东城,48.19672131147541,105.10700730787352
146,东城 - 和平里东街15号院,116.42469799999999,39.951086,2,东城,56.0,125.0
147,东城 - 和平里东街9号院,116.42469299999999,39.953171999999995,22,东城,430.8636363636364,99.30591235654525
148,东城 - 和平里中街3号院,116.42288300000001,39.957917,9,东城,80.88888888888889,109.41919191919192
149,东城 - 和平里二区,116.424479,39.958194,6,东城,53.0,119.90384615384615
150,东城 - 和平里五区,116.419051,39.955144,82,东城,51.829268292682926,121.58016255095002
151,东城 - 和平里六区,116.42441399999998,39.95597100000001,30,东城,90.83333333333333,98.6501111111111
152,东城 - 和平里四区,116.42103200000001,39.957045,4,东城,66.0,106.06060606060606
153,东城 - 和平里砖角楼,116.42963,39.955866,11,东城,30.181818181818183,139.37346437346437
154,东城 - 国子监,116.413261,39.946787,6,东城,42.5,96.66666666666667
155,东城 - 国旺胡同,116.39501499999999,39.945906,1,东城,30.0,100.0
156,东城 - 国瑞城,116.42048500000001,39.898236,548,东城,94.41240875912409,117.95817234727059
157,东城 - 国瑞紫金台,116.419498,39.898495000000004,12,东城,63.083333333333336,158.81690482607794
158,东城 - 国祥胡同,116.39751000000001,39.946743,2,东城,65.0,35.38461538461539
159,东城 - 地兴居轻工业部宿舍,116.39971899999999,39.951538,2,东城,55.0,118.18181818181819
160,东城 - 培新街乙5号院,116.433315,39.890038,26,东城,594.3846153846154,84.96758320052547
161,东城 - 夕照寺西里小区,116.43873,39.891233,1,东城,42.0,130.95238095238096
162,东城 - 外交部街33号院,116.421341,39.913483,8,东城,68.125,120.60406698564593
163,东城 - 外交部街小区,116.426126,39.915237,13,东城,66.84615384615384,100.65262791507135
164,东城 - 大方家胡同,116.42941499999999,39.919669,13,东城,67.6923076923077,93.09736417428725
165,东城 - 大经厂西巷,116.404001,39.941112,1,东城,220.0,250.0
166,东城 - 大羊宜宾胡同,116.42818600000001,39.912319000000004,6,东城,50.666666666666664,105.99642105076886
167,东城 - 大羊宜宾胡同31号院,116.429223,39.913014000000004,2,东城,61.0,109.55086580086581
168,东城 - 大羊宜宾胡同35号院,116.427888,39.913193,5,东城,46.8,110.01904761904761
169,东城 - 大草厂胡同,116.407822,39.92012800000001,3,东城,46.666666666666664,120.22222222222223
170,东城 - 大菊胡同,116.422408,39.940228999999995,5,东城,134.0,89.5
171,东城 - 天利园,116.44163200000001,39.888822,29,东城,93.37931034482759,89.63148751672666
172,东城 - 天坛东里,116.42289099999999,39.878331,12,东城,57.75,85.94793301936159
173,东城 - 天坛东里中区,116.419716,39.876104999999995,7,东城,52.285714285714285,90.9013605442177
174,东城 - 天坛东里南区,116.42015,39.873865,3,东城,50.0,90.0
175,东城 - 天坛北里,116.413113,39.888985,2,东城,68.0,105.97402597402598
176,东城 - 天坛西里东区,116.40263700000001,39.875521,3,东城,57.333333333333336,96.43162393162395
177,东城 - 天天家园,116.405529,39.864371999999996,1,东城,26.0,92.3076923076923
178,东城 - 天娇园,116.43955600000001,39.898112,23,东城,88.73913043478261,100.78019524798601
179,东城 - 宇飞大厦,116.43737,39.940220000000004,5,东城,181.2,97.41269841269842
180,东城 - 安乐林小区,116.408698,39.863057,1,东城,48.0,79.16666666666667
181,东城 - 安外东河沿,116.41215700000001,39.950601,10,东城,65.0,95.07692307692308
182,东城 - 安外东河沿小区,116.41215700000001,39.950601,17,东城,37.64705882352941,138.55593752652578
183,东城 - 安外大街3号院,116.40669399999999,39.961701,6,东城,53.333333333333336,78.88578088578089
184,东城 - 安外大街6号楼,116.40815900000001,39.966586,2,东城,55.0,89.0909090909091
185,东城 - 安外甘水桥社区,116.408918,39.961538,1,东城,65.0,89.23076923076923
186,东城 - 安外花园,116.410696,39.958653999999996,20,东城,61.95,111.04749255912047
187,东城 - 安外西河沿小区,116.405332,39.950842,19,东城,51.68421052631579,93.25504741103771
188,东城 - 安定门东大街小区,116.418653,39.948871999999994,5,东城,50.0,140.0
189,东城 - 安定门东大街甲2号,116.427373,39.948888000000004,8,东城,54.375,136.47058823529412
190,东城 - 安定门内四合院,116.40878500000001,39.938539,1,东城,900.0,261.1111111111111
191,东城 - 安德路47号院,116.402358,39.952855,53,东城,47.301886792452834,110.72019298120186
192,东城 - 安德路乙61号院,116.39433999999999,39.952596,9,东城,76.33333333333333,116.40791476407915
193,东城 - 安德里北街25号院,116.38830800000001,39.95718,1,东城,70.0,78.57142857142857
194,东城 - 安德里北街小区,116.396275,39.956767,7,东城,70.0,78.57142857142857
195,东城 - 安贞苑50号院,116.409035,39.970671,7,东城,66.57142857142857,85.47917599641737
196,东城 - 官书院,116.41065,39.946546999999995,1,东城,125.0,128.0
197,东城 - 官书院胡同,116.41592800000001,39.947272,3,东城,93.33333333333333,121.11111111111113
198,东城 - 定安里,116.41190700000001,39.862805,3,东城,70.0,80.0
199,东城 - 宝华里,116.403869,39.86143,14,东城,20.0,100.0
200,东城 - 宝润苑,116.42717900000001,39.900051,2,东城,211.0,75.82938388625593
201,东城 - 宝珠子胡同,116.42981,39.913121000000004,17,东城,41.94117647058823,116.4992826398852
202,东城 - 宝钞胡同,116.399639,39.944554,15,东城,65.13333333333334,103.56558990188834
203,东城 - 富瑞苑公寓,116.441046,39.888704,2,东城,110.0,80.0
204,东城 - 富莱茵花园小区,116.406627,39.860212,3,东城,25.0,40.0
205,东城 - 富贵园,116.433343,39.896507,49,东城,105.89795918367346,97.67801715340609
206,东城 - 富贵园一区,116.433297,39.896518,23,东城,125.6086956521739,110.03742483939752
207,东城 - 富贵园三区,116.432926,39.89393,54,东城,71.22222222222223,93.916259004148
208,东城 - 富贵园二区,116.431308,39.896328000000004,46,东城,78.06521739130434,94.90624205176907
209,东城 - 富贵园四区,116.43463500000001,39.894554,45,东城,109.95555555555555,127.07612648789117
210,东城 - 察慈小区,116.439872,39.942734,9,东城,55.55555555555556,94.53768453768454
211,东城 - 小取灯胡同,116.407505,39.928876,2,东城,97.0,123.71134020618557
212,东城 - 小经厂胡同,116.405093,39.94237800000001,9,东城,73.44444444444444,107.89881414881414
213,东城 - 小羊宜宾胡同,116.43028100000001,39.912808,23,东城,65.65217391304348,103.51775454503503
214,东城 - 小菊胡同,116.424793,39.938193,7,东城,32.142857142857146,95.78231292517005
215,东城 - 小黄庄一区,116.409601,39.962315999999994,29,东城,73.34482758620689,104.74023399578427
216,东城 - 小黄庄前街,116.408492,39.96385,8,东城,59.875,93.95361990950227
217,东城 - 小黄庄前街3号内,116.415275,39.962308,7,东城,45.42857142857143,129.0258893648724
218,东城 - 小黄庄前街3号院,116.415107,39.964290999999996,15,东城,63.266666666666666,97.23076923076925
219,东城 - 小黄庄小区,116.409898,39.963035,17,东城,71.6470588235294,101.02878886975714
220,东城 - 崇文门东大街,116.425472,39.900663,63,东城,56.79365079365079,104.74983658652418
221,东城 - 崇文门西大街,116.414372,39.900506,9,东城,61.888888888888886,101.34945976455411
222,东城 - 工体北里,116.443445,39.935486,18,东城,78.27777777777777,97.96398046398048
223,东城 - 左安浦园,116.438166,39.873689,6,东城,66.83333333333333,86.12517442874586
224,东城 - 左安溪园,116.438309,39.875438,1,东城,103.0,97.0873786407767
225,东城 - 左安漪园,116.44064499999999,39.873827,1,东城,118.0,83.05084745762711
226,东城 - 巷上嘉园,116.40013300000001,39.951011,21,东城,96.61904761904762,118.44568276388968
227,东城 - 帽儿胡同,116.399529,39.936365,4,东城,50.0,160.0
228,东城 - 帽儿胡同45号院,116.39730700000001,39.936726,1,东城,100.0,92.0
229,东城 - 幸福北里,116.43466799999999,39.888243,7,东城,63.714285714285715,87.816091954023
230,东城 - 幸福家园,116.430484,39.892307,93,东城,99.03225806451613,93.56628023914178
231,东城 - 广渠家园,116.449304,39.890999,12,东城,66.66666666666667,89.46688127987512
232,东城 - 广渠门内大街,116.43134199999999,39.893479,10,东城,73.1,85.2764705882353
233,东城 - 广渠门外南街,116.447477,39.892076,1,东城,24.0,87.5
234,东城 - 府学胡同,116.412802,39.935736999999996,8,东城,60.625,94.42460317460316
235,东城 - 建国门内大街,116.425877,39.908504,1,东城,18.0,166.66666666666666
236,东城 - 当代MOMA,116.43761200000002,39.950573,212,东城,193.85849056603774,174.69750780553778
237,东城 - 当代moma,116.43761200000002,39.950573,24,东城,211.125,170.7039867540224
238,东城 - 当代万国城,116.43791999999999,39.948074,168,东城,155.9345238095238,144.83594485689184
239,东城 - 当代万国城Moma,116.43791999999999,39.948074,50,东城,221.1,138.13377603771687
240,东城 - 忠实里南街小区,116.44516399999999,39.896953,1,东城,70.0,92.85714285714286
241,东城 - 忠实里小区,116.445803,39.897931,1,东城,68.0,69.11764705882354
242,东城 - 忠实里西区,116.44445800000001,39.899218,1,东城,70.0,85.71428571428571
243,东城 - 戏楼胡同,116.418484,39.945401000000004,2,东城,668.5,179.50726129472577
244,东城 - 报房胡同,116.41406,39.92194600000001,1,东城,50.0,94.0
245,东城 - 文丞相胡同,116.410743,39.936815,1,东城,35.0,108.57142857142857
246,东城 - 新世界中心公寓,116.417387,39.898047999999996,2,东城,110.0,225.45454545454547
247,东城 - 新世界太华公寓,116.417569,39.896538,53,东城,191.1320754716981,116.91844936621203
248,东城 - 新世界家园,116.416678,39.89474000000001,77,东城,152.7922077922078,117.04286973727932
249,东城 - 新世界家园二期,116.416926,39.895539,8,东城,163.0,128.83966322973075
250,东城 - 新中西街,116.438468,39.932852000000004,10,东城,45.6,108.18382352941175
251,东城 - 新太仓二巷,116.422546,39.938856,4,东城,55.0,100.0
252,东城 - 新太仓胡同,116.421245,39.939111,5,东城,57.2,99.04761904761904
253,东城 - 新奥洋房,116.409396,39.864101,4,东城,59.25,74.59325396825398
254,东城 - 新怡家园,116.414914,39.898302,101,东城,118.79207920792079,141.7265960763479
255,东城 - 新景家园,116.42431200000001,39.895447999999995,211,东城,66.07582938388626,117.01750152653717
256,东城 - 新景家园东区,116.42469399999999,39.896328000000004,286,东城,73.57342657342657,111.95258807252692
257,东城 - 新景家园西区,116.422315,39.896113,92,东城,82.06521739130434,98.89874044178244
258,东城 - 新源西里东街,116.446793,39.948361,22,东城,57.95454545454545,81.62763400814875
259,东城 - 新源西里中街,116.446793,39.948361,7,东城,404.42857142857144,105.48525051046059
260,东城 - 新裕家园,116.423794,39.892824,118,东城,68.2457627118644,130.95245960376863
261,东城 - 方家胡同,116.41213799999998,39.944188,25,东城,39.8,104.72603174603171
262,东城 - 方砖厂胡同,116.39791699999999,39.93809,2,东城,350.0,200.0
263,东城 - 春秀路小区,116.443554,39.939801,7,东城,57.285714285714285,96.85781494000673
264,东城 - 普渡寺后巷,116.404652,39.914024,1,东城,100.0,130.0
265,东城 - 普渡寺小区,116.404742,39.913472,2,东城,120.0,125.0
266,东城 - 景山东街小区,116.402128,39.925626,3,东城,66.66666666666667,135.55555555555554
267,东城 - 景泰东里,116.414873,39.864504,2,东城,55.0,63.63636363636363
268,东城 - 景泰西里西区,116.40805800000001,39.863234999999996,19,东城,65.6842105263158,84.40407684476118
269,东城 - 望陶园,116.39416499999999,39.864557,7,东城,86.14285714285714,85.34798534798536
270,东城 - 朝内北小街,116.42715,39.926489000000004,4,东城,20.75,107.5
271,东城 - 朝内南小街,116.426722,39.918694,62,东城,75.3225806451613,115.12088973550796
272,东城 - 朝阳门内大街,116.425292,39.92447,14,东城,60.642857142857146,95.87293166603511
273,东城 - 朝阳门内大街79号,116.42998600000001,39.924734,3,东城,75.0,80.0
274,东城 - 朝阳首府,116.430803,39.923853,18,东城,179.5,140.55700204490853
275,东城 - 本司胡同,116.42011299999999,39.919804,3,东城,38.333333333333336,109.8989898989899
276,东城 - 本家润园,116.43679399999999,39.896596,114,东城,105.07894736842105,100.34445610166907
277,东城 - 李村东里,116.414381,39.868097999999996,4,东城,40.0,100.0
278,东城 - 板厂南里,116.442323,39.885051000000004,4,东城,60.0,83.33333333333333
279,东城 - 板厂新里,116.443739,39.886432,5,东城,42.0,111.9047619047619
280,东城 - 板桥胡同,116.41858300000001,39.938983,6,东城,42.833333333333336,125.09562562194141
281,东城 - 林达大厦,116.432658,39.95633400000001,3,东城,260.0,100.0
282,东城 - 柏林寺小区,116.424272,39.951729,26,东城,59.84615384615385,100.79954528230391
283,东城 - 民主北街小区,116.402299,39.867137,1,东城,66.0,66.66666666666667
284,东城 - 民安小区,116.430008,39.942799,63,东城,79.2063492063492,104.94285482700803
285,东城 - 民旺园,116.42776599999999,39.951474,34,东城,47.3235294117647,127.40285413718391
286,东城 - 水上华城,116.44296499999999,39.888426,110,东城,126.4,100.85330577700107
287,东城 - 永内东街东里,116.411872,39.873962,5,东城,40.4,98.0
288,东城 - 永内东街西里,116.40366599999999,39.873434,1,东城,50.0,88.0
289,东城 - 永定门东街,116.41123999999999,39.8731,6,东城,41.666666666666664,99.37421777221527
290,东城 - 永定门内西街北里,116.399123,39.876629,15,东城,65.0,83.62425672023195
291,东城 - 永康胡同,116.408542,39.946903000000006,9,东城,70.88888888888889,103.35200746965454
292,东城 - 永铁苑,116.393093,39.868904,1,东城,76.0,85.52631578947368
293,东城 - 汪芝麻胡同,116.413478,39.93222,1,东城,180.0,250.0
294,东城 - 沙滩北街小区,116.40381000000001,39.926697999999995,5,东城,50.0,74.8
295,东城 - 沙滩南巷小区,116.405125,39.923047,1,东城,70.0,107.14285714285714
296,东城 - 沙滩后街小区,116.402128,39.925626,9,东城,50.888888888888886,105.64102564102565
297,东城 - 法华南里,116.42708,39.886101000000004,3,东城,127.0,75.06909894969596
298,东城 - 法华寺南里,116.42708,39.886101000000004,15,东城,101.26666666666667,80.863470453896
299,东城 - 法华寺小区,116.422513,39.886761,6,东城,183.83333333333334,73.16081165638687
300,东城 - 海晟名苑,116.442283,39.938045,131,东城,137.12213740458014,144.44449214327005
301,东城 - 海晟国际公寓,116.441882,39.939752,7,东城,68.85714285714286,138.0017006802721
302,东城 - 海运仓,116.427922,39.935213,62,东城,68.66129032258064,101.93617974216862
303,东城 - 港湾国际,116.44196200000002,39.939129,5,东城,50.0,110.0
304,东城 - 演乐胡同,116.423271,39.921229,5,东城,64.0,108.17948717948718
305,东城 - 潘家坡,116.438893,39.929216,7,东城,45.285714285714285,115.02768549280177
306,东城 - 潘家坡胡同4号院,116.43784699999999,39.929237,8,东城,66.625,104.96703853955374
307,东城 - 火桥北里,116.43345900000001,39.881996,1,东城,50.0,110.0
308,东城 - 灯市口小区,116.415999,39.918359,31,东城,50.67741935483871,127.79948759840354
309,东城 - 灯草胡同,116.41986399999999,39.921278,2,东城,58.0,91.37931034482759
310,东城 - 灵光胡同,116.4067,39.947521,1,东城,30.0,100.0
311,东城 - 炮局头条,116.421844,39.947057,1,东城,85.0,88.23529411764706
312,东城 - 炮局胡同,116.42259399999999,39.94597,2,东城,75.0,132.0
313,东城 - 煤渣胡同,116.41608400000001,39.914165999999994,3,东城,65.0,102.22222222222223
314,东城 - 玉石胡同,116.41324399999999,39.922437,1,东城,50.0,100.0
